,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,NObeyesdad,lifestyle
17959,1,2,3,1,0,2,0,0,0,1,2,4
18491,1,2,2,1,0,2,0,0,0,1,2,4
18559,1,2,3,1,0,2,0,0,0,1,2,4
18648,1,3,3,1,0,2,0,1,0,2,2,4
18685,1,1,3,0,0,3,0,1,0,1,2,4
18784,1,3,3,1,0,3,0,1,0,1,2,4
18950,1,2,2,1,0,2,0,0,0,1,2,4
18972,1,2,3,1,0,2,0,0,0,1,2,4
19095,1,2,3,1,0,2,0,0,0,1,2,4
19162,1,2,3,1,0,2,0,0,0,1,2,4
19166,1,2,3,1,0,2,0,0,0,1,2,4
19170,1,2,3,1,0,1,0,0,0,2,2,4
19300,1,3,3,1,0,1,0,0,0,1,2,4
19500,1,2,2,1,0,2,0,0,0,1,2,4
19508,1,2,2,1,0,2,0,0,0,1,2,4
19644,1,2,2,1,0,2,0,0,0,1,2,4
19858,1,2,3,1,0,2,0,0,0,1,2,4
20017,1,2,3,1,0,2,0,0,0,1,2,4
20320,1,1,1,0,0,3,0,0,1,1,2,4
20323,1,2,3,0,0,3,0,1,0,0,2,4
20510,1,2,2,1,0,2,0,0,0,1,2,4
20736,1,3,1,1,0,3,0,1,0,1,2,4
76,1,3,1,0,0,2,0,0,1,1,2,5
135,1,1,3,0,0,2,0,0,0,1,2,5
177,0,3,1,0,0,3,0,1,0,1,2,5
435,1,2,3,1,0,2,0,0,0,2,2,5
705,1,2,2,1,0,3,0,0,0,1,2,5
726,1,2,1,0,0,3,0,1,0,1,2,5
1607,1,3,1,1,0,3,0,0,0,0,2,5
1612,1,2,1,0,0,3,0,1,0,1,2,5
2294,1,2,3,0,0,3,0,1,0,1,2,5
2304,1,3,3,1,0,2,0,0,0,1,2,5
2550,1,2,3,0,0,3,0,1,0,1,2,5
2789,1,3,3,1,0,3,0,0,1,2,2,5
2813,1,2,1,0,0,3,0,1,0,1,2,5
3428,1,1,3,0,0,2,0,0,0,1,2,5
3429,1,2,2,1,0,2,0,0,0,2,2,5
3476,1,2,1,0,0,3,0,1,0,1,2,5
3483,1,2,1,1,0,2,0,0,0,2,2,5
3800,1,2,3,0,0,3,0,1,0,1,2,5
4170,1,2,3,0,0,1,0,0,0,1,2,5
4608,1,2,1,0,0,3,0,1,0,1,2,5
4641,1,2,1,0,0,3,0,1,0,1,2,5
4684,1,2,1,0,0,3,0,1,0,1,2,5
4937,1,2,1,0,0,3,0,1,0,1,2,5
5043,1,3,3,1,0,2,0,0,0,1,2,5
5070,1,3,1,1,0,2,0,0,0,1,2,5
5165,1,3,3,1,0,2,0,0,0,1,2,5
5449,1,3,3,1,0,2,0,0,0,1,2,5
5555,1,1,3,0,0,2,0,0,0,1,2,5
5752,1,3,3,1,0,2,0,0,0,1,2,5
5806,1,2,1,1,0,3,0,0,0,1,2,5
5934,1,3,3,1,0,2,0,0,0,1,2,5
5982,1,2,3,0,0,1,0,0,0,1,2,5
6008,1,2,1,0,0,3,0,1,0,1,2,5
6334,1,2,1,0,0,3,0,1,0,1,2,5
7068,0,2,3,1,0,3,0,0,0,2,2,5
7271,1,2,1,0,0,2,0,1,0,2,2,5
7394,1,2,1,0,0,3,0,1,0,1,2,5
7770,1,3,3,1,0,1,0,0,0,2,2,5
7916,1,1,3,0,0,2,0,0,0,1,2,5
8725,1,3,3,1,0,3,0,1,0,2,2,5
8766,1,2,1,0,0,3,0,1,0,1,2,5
9313,1,2,2,1,0,2,0,0,0,2,2,5
9490,1,2,3,0,0,3,0,1,0,1,2,5
10384,1,3,3,1,0,2,0,0,0,1,2,5
10821,1,2,3,0,0,3,0,1,0,1,2,5
11255,1,2,3,1,0,2,0,0,0,2,2,5
11293,1,2,2,0,0,1,0,0,0,1,2,5
11308,1,2,3,0,0,3,0,1,0,1,2,5
11322,1,1,1,0,0,2,0,0,0,1,2,5
11469,1,3,1,0,0,2,0,1,0,1,2,5
11491,1,2,3,0,0,3,0,1,0,1,2,5
11630,1,1,3,0,0,2,0,0,0,1,2,5
11700,1,2,1,1,0,2,0,0,0,2,2,5
12089,1,1,3,0,0,2,0,0,0,1,2,5
12582,1,3,3,1,0,2,0,0,0,1,2,5
12850,1,1,3,0,0,2,0,0,0,1,2,5
12866,1,2,1,1,0,3,0,0,0,1,2,5
13583,1,3,3,1,0,2,0,0,0,1,2,5
13688,1,2,1,0,0,1,0,0,0,1,2,5
14164,1,1,2,0,0,2,0,0,0,1,2,5
14218,1,2,3,0,0,3,0,1,0,1,2,5
14284,1,2,1,0,0,3,0,1,0,1,2,5
14535,1,2,3,1,0,2,0,0,0,2,2,5
14909,0,3,1,1,0,3,0,0,0,1,2,5
14959,1,2,1,0,0,3,0,1,0,1,2,5
15256,1,3,1,1,0,3,0,1,0,2,2,5
15396,1,3,1,1,0,2,0,0,0,1,2,5
15440,1,2,3,0,0,3,0,1,0,1,2,5
15664,1,3,3,1,0,2,0,0,0,1,2,5
15712,1,2,3,0,0,3,0,1,0,1,2,5
15719,1,3,1,0,0,2,0,1,0,1,2,5
15946,1,3,3,1,0,2,0,0,0,1,2,5
16100,1,1,1,0,0,2,0,0,0,1,2,5
16135,1,2,1,0,0,3,0,1,0,1,2,5
16276,1,2,1,0,0,1,0,0,0,1,2,5
17011,1,3,3,1,0,2,0,0,0,1,2,5
17179,1,2,3,0,0,3,0,1,0,1,2,5
17188,1,2,1,0,0,3,0,1,0,1,2,5
17466,1,2,3,0,0,1,0,0,0,1,2,5
17787,1,2,1,0,0,3,0,1,0,1,2,5
17984,1,3,3,1,0,2,0,0,0,1,2,5
18039,1,3,3,1,0,2,0,0,0,1,2,5
18547,1,2,4,1,0,2,0,0,0,2,2,5
18653,1,2,1,0,0,3,0,1,0,1,2,5
18693,1,1,1,0,0,2,0,0,0,1,2,5
18787,1,1,1,0,0,2,0,0,0,1,2,5
19180,1,3,3,1,0,2,0,0,0,1,2,5
19195,1,3,1,0,0,2,0,1,0,1,2,5
19251,1,2,2,1,0,3,0,0,0,1,2,5
19525,1,3,1,1,0,2,0,0,0,1,2,5
19626,1,1,3,0,0,2,0,0,0,1,2,5
19700,1,3,3,1,0,2,0,0,0,1,2,5
19835,1,3,3,1,0,2,0,0,0,1,2,5
20191,1,1,1,0,0,2,0,0,0,1,2,5
20496,1,2,3,0,0,1,0,0,0,1,2,5
1006,1,2,1,0,0,3,0,0,0,0,2,6
1964,1,2,1,0,0,2,0,0,0,1,2,6
2192,1,2,1,0,0,2,0,0,0,1,2,6
3524,1,2,1,0,0,2,0,0,0,1,2,6
4201,1,3,1,1,0,2,0,0,0,2,2,6
5851,1,3,1,1,0,2,0,0,0,2,2,6
6611,1,3,1,1,0,2,0,0,0,2,2,6
6816,1,2,1,0,0,2,0,0,0,1,2,6
7546,1,2,1,0,0,2,0,0,0,1,2,6
7557,1,3,1,0,0,3,0,1,0,1,2,6
7992,1,3,1,0,0,3,0,1,0,1,2,6
8958,1,2,1,0,0,2,0,0,0,1,2,6
9155,1,2,1,0,0,2,0,0,0,1,2,6
9209,1,3,1,0,0,3,0,1,0,1,2,6
9322,1,2,1,0,0,2,0,0,0,1,2,6
9721,1,2,1,0,0,2,0,0,0,1,2,6
13621,1,3,3,1,0,3,0,0,0,1,2,6
15894,1,2,1,0,0,3,0,1,0,2,2,6
16353,1,2,1,0,0,2,0,0,0,1,2,6
18259,1,3,1,0,0,3,0,1,0,1,2,6
18521,1,2,1,0,0,2,0,0,0,1,2,6
18650,1,3,3,1,0,3,0,0,0,1,2,6
19689,1,2,1,0,0,2,0,0,0,1,2,6
20495,1,2,3,0,0,2,0,0,0,1,2,6
2560,1,2,1,0,0,3,0,0,0,1,2,7
6021,1,2,3,0,0,3,0,0,0,1,2,7
10531,1,2,1,0,0,3,0,0,0,1,2,7
12251,0,3,1,0,0,3,0,0,0,1,2,7
14354,1,2,3,0,0,3,0,0,0,1,2,7
7887,0,2,1,2,0,2,1,2,2,0,3,-10
9844,1,2,3,2,0,2,0,3,2,1,3,-8
2114,1,3,3,2,0,2,0,3,2,1,3,-7
2643,1,2,4,3,0,2,0,1,2,0,3,-7
2829,0,2,3,2,0,3,0,3,2,2,3,-7
9835,1,2,3,2,0,2,0,3,1,0,3,-7
10013,1,3,3,2,0,3,0,3,2,0,3,-7
14383,1,2,3,2,0,2,0,3,1,0,3,-7
15554,1,3,3,2,0,3,0,3,2,0,3,-7
18117,0,2,3,1,0,3,1,3,1,0,3,-7
18297,1,2,4,3,0,2,0,2,1,0,3,-7
1641,1,2,3,1,0,2,0,3,2,1,3,-6
3499,0,2,3,2,0,2,0,2,1,0,3,-6
3970,0,2,1,1,0,2,1,2,1,0,3,-6
6472,1,2,3,2,0,2,0,3,1,1,3,-6
7474,1,2,1,1,0,2,0,3,2,1,3,-6
8365,0,2,1,2,0,2,0,2,1,0,3,-6
8578,1,2,3,3,0,3,0,3,0,0,3,-6
9329,1,3,3,3,0,2,0,3,0,0,3,-6
13852,1,3,3,1,0,2,0,3,2,0,3,-6
14212,0,2,3,1,0,2,0,2,2,0,3,-6
14412,1,2,3,1,0,2,0,3,2,1,3,-6
16211,0,2,3,3,0,2,0,0,2,0,3,-6
16349,0,2,3,2,0,2,0,3,0,0,3,-6
17060,1,2,3,3,0,2,0,1,2,1,3,-6
17265,1,3,3,1,0,2,0,3,2,0,3,-6
17549,0,2,3,1,0,2,0,3,1,0,3,-6
18450,0,2,3,2,0,2,0,2,1,0,3,-6
20404,1,2,3,1,0,1,0,3,1,0,3,-6
1820,1,2,3,2,0,2,0,1,2,0,3,-5
2827,1,2,3,2,0,3,0,3,1,1,3,-5
6148,1,2,3,3,0,1,0,2,0,1,3,-5
6869,0,3,3,1,0,3,0,3,2,1,3,-5
7053,1,2,3,1,0,2,0,3,1,0,3,-5
8308,0,3,3,2,0,2,0,3,0,0,3,-5
9328,1,3,3,1,0,3,0,3,2,0,3,-5
9786,1,2,3,2,0,2,0,2,1,0,3,-5
9985,0,2,3,1,0,2,0,2,2,1,3,-5
10007,0,2,3,1,0,3,0,3,1,0,3,-5
10044,1,2,3,3,0,2,0,0,2,0,3,-5
10297,1,2,3,1,0,2,0,3,1,0,3,-5
10614,0,2,3,1,0,2,0,3,1,1,3,-5
11503,0,3,4,2,0,2,0,3,0,0,3,-5
12228,1,2,3,1,0,2,0,2,2,0,3,-5
12302,0,2,3,1,0,2,0,3,1,1,3,-5
13085,1,2,3,1,0,2,0,3,1,0,3,-5
13252,1,2,3,2,0,2,0,1,2,0,3,-5
13258,1,2,1,1,0,2,0,2,2,0,3,-5
13470,0,3,4,3,0,3,0,2,1,1,3,-5
14088,1,2,3,3,0,3,0,2,1,1,3,-5
14583,1,2,3,1,0,1,0,2,2,1,3,-5
14584,0,3,3,1,0,2,0,3,1,0,3,-5
14592,1,2,3,2,0,2,1,2,1,2,3,-5
15868,1,2,3,1,0,2,0,2,2,0,3,-5
17219,1,2,3,3,0,3,0,3,0,1,3,-5
18209,1,2,3,1,0,2,0,2,2,0,3,-5
18288,1,2,3,1,0,2,0,3,1,0,3,-5
18489,0,2,1,1,0,2,0,3,1,1,3,-5
18902,0,2,3,1,0,3,0,3,1,0,3,-5
19145,1,3,3,2,0,2,0,3,1,1,3,-5
19214,0,2,3,3,0,3,0,1,1,0,3,-5
19416,0,2,3,2,0,2,0,1,2,1,3,-5
186,1,2,3,1,0,3,0,3,1,0,3,-4
304,1,2,1,1,0,2,0,3,1,1,3,-4
379,0,2,1,1,0,2,0,2,1,0,3,-4
380,1,2,1,2,0,3,0,1,2,0,3,-4
610,0,2,3,2,0,2,0,2,1,2,3,-4
973,1,2,3,2,0,3,1,0,2,0,3,-4
1031,1,3,3,2,0,2,0,1,2,0,3,-4
1197,1,1,1,1,0,2,0,2,1,0,3,-4
1378,0,2,3,2,0,1,0,1,1,1,3,-4
1515,0,3,3,2,0,1,0,0,2,0,3,-4
1693,0,2,3,3,0,2,0,0,1,0,3,-4
1771,1,1,4,1,0,1,0,2,1,1,3,-4
1909,1,2,3,2,0,3,0,3,1,2,3,-4
2061,1,2,3,1,0,3,0,3,1,0,3,-4
2213,0,1,3,1,0,1,0,1,1,0,3,-4
2467,1,2,3,3,0,2,0,0,2,1,3,-4
3017,0,3,3,2,0,2,0,2,1,1,3,-4
3663,0,2,1,1,0,2,0,2,1,0,3,-4
4556,1,2,3,1,0,2,0,2,2,1,3,-4
5139,1,2,3,2,0,2,0,2,1,1,3,-4
5432,0,2,3,1,0,3,0,3,1,1,3,-4
5893,0,3,1,2,0,1,0,1,1,0,3,-4
5907,1,2,3,2,0,2,0,2,1,1,3,-4
6285,0,2,3,1,0,3,0,3,1,1,3,-4
6311,1,3,3,3,0,1,0,2,0,1,3,-4
7868,0,2,3,1,0,2,0,1,2,0,3,-4
8036,1,2,3,3,0,2,0,0,2,1,3,-4
8326,0,2,3,1,0,2,0,2,1,0,3,-4
8736,0,2,3,2,0,2,0,2,1,2,3,-4
8822,1,2,1,1,0,1,0,2,1,0,3,-4
8940,0,3,3,1,0,2,1,2,1,1,3,-4
9321,1,2,3,2,0,1,0,1,2,2,3,-4
9569,1,2,3,2,0,2,0,2,1,1,3,-4
9606,0,2,3,1,0,1,0,2,1,1,3,-4
9635,1,3,3,2,0,2,0,2,1,0,3,-4
10021,1,2,3,2,0,2,0,2,1,1,3,-4
10634,1,2,3,2,0,1,0,1,1,0,3,-4
11056,0,2,3,1,0,2,0,3,1,2,3,-4
11134,1,2,3,2,0,2,0,1,2,1,3,-4
11349,1,2,3,1,0,3,0,3,1,0,3,-4
11772,1,2,3,1,0,2,0,2,2,1,3,-4
11839,0,3,3,2,1,2,1,0,2,1,3,-4
11924,0,2,1,1,0,2,0,3,0,0,3,-4
12112,1,2,3,1,0,1,0,2,1,0,3,-4
12180,1,2,3,1,0,2,0,3,1,1,3,-4
12219,0,2,3,1,0,2,0,3,0,0,3,-4
12854,0,2,3,1,0,2,0,2,1,0,3,-4
13302,1,2,3,2,0,2,0,2,1,1,3,-4
13323,0,2,3,1,0,2,0,3,0,0,3,-4
13439,0,2,3,1,0,2,0,1,2,0,3,-4
13834,0,1,3,1,0,2,0,2,1,1,3,-4
13902,0,2,2,1,0,2,0,2,1,0,3,-4
14029,0,2,3,1,0,1,0,2,1,1,3,-4
14051,0,2,4,2,0,2,0,1,1,0,3,-4
14527,1,3,1,2,0,2,0,2,1,0,3,-4
14562,0,3,3,2,0,2,0,2,1,1,3,-4
15060,1,1,2,1,0,2,0,2,1,0,3,-4
15093,0,2,3,1,0,2,0,3,0,0,3,-4
16196,0,2,3,1,0,2,0,2,1,0,3,-4
16307,0,3,3,1,0,3,0,3,1,0,3,-4
16510,0,2,3,1,0,2,0,3,0,0,3,-4
16518,1,2,3,2,0,2,0,2,1,1,3,-4
16548,1,2,3,1,0,2,0,2,2,1,3,-4
16624,0,2,1,1,0,2,0,2,1,0,3,-4
16750,1,2,3,2,0,3,0,2,1,0,3,-4
16830,0,2,1,1,0,2,0,2,1,0,3,-4
17042,1,2,3,2,0,1,0,1,1,0,3,-4
17388,1,3,3,3,0,2,0,2,1,2,3,-4
17720,1,2,3,2,0,2,0,2,1,1,3,-4
17767,1,2,3,2,0,1,0,1,1,0,3,-4
17942,0,2,3,2,0,2,0,2,0,0,3,-4
18435,1,2,3,2,0,2,0,2,1,1,3,-4
18704,0,2,3,1,0,2,0,1,2,0,3,-4
18865,1,2,3,1,0,2,0,3,1,1,3,-4
19517,1,3,3,1,0,2,0,2,2,0,3,-4
19642,0,2,1,1,0,2,0,2,1,0,3,-4
19891,1,3,3,2,0,2,1,1,2,2,3,-4
19973,1,2,3,2,0,2,0,2,1,1,3,-4
20079,0,2,3,1,0,3,0,3,1,1,3,-4
20113,1,2,3,1,0,2,0,3,1,1,3,-4
20130,0,2,3,1,0,2,0,3,0,0,3,-4
20494,1,2,3,1,0,2,0,3,1,1,3,-4
20629,1,2,1,3,0,2,0,0,2,1,3,-4
120,1,2,3,2,0,2,0,2,0,0,3,-3
430,1,3,1,1,0,2,0,2,2,1,3,-3
439,1,3,3,2,0,1,0,2,1,2,3,-3
592,1,2,3,2,0,1,0,1,1,1,3,-3
907,1,2,2,1,0,1,0,2,1,1,3,-3
959,0,3,3,3,0,2,0,2,0,2,3,-3
962,0,3,3,1,0,2,0,3,0,0,3,-3
963,1,3,3,3,0,1,0,0,1,0,3,-3
1240,1,2,3,1,0,2,0,2,1,0,3,-3
1355,1,2,3,1,0,2,0,3,0,0,3,-3
1389,1,2,3,1,0,2,0,1,2,0,3,-3
1414,1,2,3,1,0,2,0,2,1,0,3,-3
1530,1,2,3,1,0,2,0,2,1,0,3,-3
1870,1,2,2,1,0,2,0,2,1,0,3,-3
2036,1,2,3,1,0,2,0,2,1,0,3,-3
2045,1,2,3,2,0,2,0,0,2,0,3,-3
2059,1,2,3,2,0,2,0,1,1,0,3,-3
2072,0,2,3,2,1,2,0,1,1,1,3,-3
2164,1,2,3,1,0,2,0,2,1,0,3,-3
2405,0,2,3,1,0,2,0,3,0,1,3,-3
2416,1,1,3,1,0,2,0,2,1,1,3,-3
2432,1,2,3,1,0,2,0,1,2,0,3,-3
2566,1,2,2,1,0,2,0,2,1,0,3,-3
2691,1,2,3,1,1,2,0,3,0,0,3,-3
3286,1,2,1,3,0,2,0,1,0,0,3,-3
3307,0,3,3,2,0,2,0,2,0,0,3,-3
3381,1,2,3,1,0,2,1,2,0,0,3,-3
3503,1,2,3,2,0,2,0,1,2,2,3,-3
3675,0,3,3,2,0,2,0,1,1,0,3,-3
3739,0,2,3,1,0,3,0,2,1,0,3,-3
4107,1,3,3,1,0,2,0,3,1,1,3,-3
4169,1,2,1,1,0,2,0,2,1,0,3,-3
4176,1,2,1,1,0,3,0,3,1,1,3,-3
4291,1,2,1,2,0,2,0,0,2,0,3,-3
4536,1,2,3,1,0,2,0,2,1,0,3,-3
4561,1,2,3,1,0,2,0,2,1,0,3,-3
4637,1,2,3,1,0,2,0,2,1,0,3,-3
4805,1,2,3,2,0,2,0,2,0,0,3,-3
4954,1,2,3,1,0,2,0,2,2,2,3,-3
5291,0,3,3,1,0,3,0,3,1,1,3,-3
5426,1,2,3,1,0,2,0,2,1,0,3,-3
5553,1,3,3,1,0,1,0,2,1,0,3,-3
5700,1,2,3,1,0,3,0,3,1,1,3,-3
5731,1,2,3,1,0,2,0,2,1,0,3,-3
6242,1,2,3,1,0,2,0,1,2,0,3,-3
6398,1,2,3,1,0,2,0,1,2,0,3,-3
6424,1,3,3,1,0,2,0,3,1,1,3,-3
6574,1,2,2,1,0,2,0,2,1,0,3,-3
6638,1,2,3,1,0,2,0,2,1,0,3,-3
6898,0,2,3,1,0,1,0,1,1,0,3,-3
7226,1,2,3,1,0,1,0,2,1,1,3,-3
7299,1,2,1,1,0,2,0,2,1,0,3,-3
7306,0,2,3,1,0,1,0,1,1,0,3,-3
7672,0,2,1,1,0,2,0,3,0,1,3,-3
7907,1,2,3,1,0,2,0,1,2,0,3,-3
8024,0,2,3,1,0,2,0,2,1,1,3,-3
8059,1,2,3,1,0,2,1,1,1,0,3,-3
8584,0,2,3,1,0,2,0,2,1,1,3,-3
8692,1,2,1,1,0,1,0,1,2,1,3,-3
8909,1,2,3,1,0,2,0,2,1,0,3,-3
8947,0,2,3,1,0,1,0,1,1,0,3,-3
9063,1,2,3,1,0,2,0,2,1,0,3,-3
9102,1,1,3,2,0,1,0,1,1,2,3,-3
9152,0,2,3,1,0,1,0,1,2,2,3,-3
9480,1,2,3,1,0,2,0,2,1,0,3,-3
9586,0,3,4,2,0,2,0,2,0,0,3,-3
9920,0,2,1,1,0,1,0,1,1,0,3,-3
10047,1,2,3,1,0,2,0,2,1,0,3,-3
10074,1,2,3,1,0,2,0,2,1,0,3,-3
10411,1,2,3,1,0,2,0,2,1,0,3,-3
10667,1,2,2,1,0,2,0,2,1,0,3,-3
10872,1,2,3,1,0,2,0,1,2,0,3,-3
10896,0,2,3,3,0,3,0,0,2,2,3,-3
10943,1,3,3,1,0,1,0,1,2,0,3,-3
10973,0,2,1,1,0,1,0,2,0,0,3,-3
11013,1,2,3,2,0,2,0,2,1,2,3,-3
11148,1,2,3,1,0,2,0,3,1,2,3,-3
11269,1,2,3,1,0,2,0,2,1,0,3,-3
11553,0,3,3,1,0,2,0,1,2,0,3,-3
11901,1,2,3,1,0,2,0,2,1,0,3,-3
12028,1,2,3,2,0,1,0,1,1,1,3,-3
12156,0,3,3,1,0,3,0,3,1,1,3,-3
12307,1,2,3,1,0,2,0,2,1,0,3,-3
12494,1,2,3,1,0,2,0,2,1,0,3,-3
12617,1,2,3,2,0,2,0,1,2,2,3,-3
12678,1,2,3,1,0,1,0,2,1,1,3,-3
12874,1,2,1,1,0,2,0,2,1,0,3,-3
12989,1,2,3,1,0,2,0,2,1,0,3,-3
13172,1,2,1,1,0,2,0,2,1,0,3,-3
13244,0,2,3,2,0,3,0,2,0,0,3,-3
13248,0,2,1,2,0,2,0,1,1,1,3,-3
13364,0,2,3,1,0,1,0,1,1,0,3,-3
13521,1,2,1,1,0,2,0,2,1,0,3,-3
13628,0,2,3,1,0,1,0,1,1,0,3,-3
13651,1,2,3,2,1,2,0,2,1,2,3,-3
13779,0,2,3,1,0,3,1,0,2,0,3,-3
13780,1,2,3,1,0,2,0,2,1,0,3,-3
14050,1,2,3,1,0,2,0,2,1,0,3,-3
14092,1,2,3,2,0,2,0,1,1,0,3,-3
14196,1,2,1,1,0,2,0,1,2,0,3,-3
14200,0,2,3,2,0,2,0,1,1,1,3,-3
14396,1,2,3,2,0,2,0,2,1,2,3,-3
14540,0,2,3,1,0,2,0,3,0,1,3,-3
14833,1,2,3,1,0,1,0,1,2,1,3,-3
15275,1,2,3,1,0,2,0,2,1,0,3,-3
15447,1,2,3,1,0,2,0,2,1,0,3,-3
15722,0,3,3,1,0,2,0,2,1,0,3,-3
15865,1,2,3,1,0,2,0,2,1,0,3,-3
15983,1,2,4,2,0,2,0,2,1,2,3,-3
16172,1,2,3,1,0,2,0,2,1,0,3,-3
16311,1,2,2,1,0,2,0,2,1,0,3,-3
16469,1,2,3,1,0,2,0,2,1,0,3,-3
16511,1,2,2,1,0,2,0,2,1,0,3,-3
16641,0,2,3,2,0,2,0,1,1,1,3,-3
16957,1,2,3,1,0,2,0,2,1,0,3,-3
17109,1,2,3,1,0,2,0,2,1,0,3,-3
17165,0,2,3,2,0,2,0,1,1,1,3,-3
17209,1,2,3,1,0,2,0,2,1,0,3,-3
17235,1,2,2,1,0,2,0,2,1,0,3,-3
17369,1,2,2,1,0,2,0,2,1,0,3,-3
17568,1,2,1,1,0,2,0,2,1,0,3,-3
17794,1,3,3,1,0,3,0,3,1,0,3,-3
17808,1,2,3,2,0,2,0,1,1,0,3,-3
17821,1,2,3,2,0,2,0,1,1,0,3,-3
17831,0,2,3,3,0,2,0,0,1,1,3,-3
17943,1,3,4,1,0,2,0,3,1,1,3,-3
17960,1,2,3,1,0,2,0,2,1,0,3,-3
18079,1,2,3,2,0,2,0,2,1,2,3,-3
18088,1,2,2,1,0,2,0,2,1,0,3,-3
18099,1,3,3,2,0,2,0,2,1,1,3,-3
18137,1,2,2,1,0,2,0,2,1,0,3,-3
18173,1,2,3,2,0,3,0,2,1,1,3,-3
18285,1,2,3,1,0,2,0,2,1,0,3,-3
18331,1,2,3,1,0,2,0,2,1,0,3,-3
18367,1,2,3,1,0,2,0,2,1,0,3,-3
18677,0,2,3,1,0,2,0,2,1,1,3,-3
19045,1,2,3,1,0,2,0,2,1,0,3,-3
19054,0,1,3,1,0,2,0,2,0,0,3,-3
19068,1,2,3,2,0,3,0,2,1,1,3,-3
19116,1,3,3,1,0,2,0,3,1,1,3,-3
19149,1,2,3,1,0,2,0,1,2,0,3,-3
19156,1,3,3,2,0,2,0,3,0,1,3,-3
19470,1,3,3,2,0,2,0,2,1,1,3,-3
19533,0,1,2,1,0,2,0,1,1,0,3,-3
19579,0,2,1,1,0,1,0,1,1,0,3,-3
19580,1,2,3,2,0,2,0,2,1,2,3,-3
19809,1,2,3,2,0,3,0,2,1,1,3,-3
20049,1,2,3,1,0,2,0,3,0,0,3,-3
20199,1,1,2,1,0,2,0,2,1,1,3,-3
20253,0,2,2,1,0,1,0,2,1,2,3,-3
20310,1,2,2,1,0,1,0,2,1,1,3,-3
20338,0,2,3,1,0,2,0,3,0,1,3,-3
20731,0,3,3,2,0,2,0,1,2,2,3,-3
20,1,2,1,1,0,2,0,2,1,1,3,-2
57,1,3,3,2,0,1,0,1,1,1,3,-2
145,1,2,3,2,0,2,0,1,1,1,3,-2
401,1,2,3,1,0,2,0,2,1,1,3,-2
460,1,3,3,1,0,2,0,2,1,0,3,-2
554,0,2,3,1,0,2,0,1,1,0,3,-2
693,0,2,2,1,0,2,0,1,1,0,3,-2
771,1,2,3,1,0,2,0,1,2,1,3,-2
802,1,2,3,1,0,3,0,2,1,0,3,-2
1208,0,2,3,1,0,2,0,2,0,0,3,-2
1415,0,2,2,1,0,2,0,1,1,0,3,-2
1694,1,2,3,1,0,2,0,1,2,1,3,-2
1862,1,2,3,2,0,2,0,1,1,1,3,-2
1965,1,2,3,2,0,3,0,1,1,0,3,-2
1993,0,2,3,1,0,3,0,2,1,1,3,-2
2015,0,2,3,1,0,3,0,2,1,1,3,-2
2021,1,2,3,1,0,2,0,2,1,1,3,-2
2081,1,2,3,1,0,2,0,2,1,1,3,-2
2108,1,2,1,1,0,2,0,1,2,1,3,-2
2130,1,2,3,1,0,2,0,2,1,1,3,-2
2157,1,2,3,1,0,2,0,2,1,1,3,-2
2210,1,2,1,1,0,2,0,2,1,1,3,-2
2283,1,2,1,1,0,1,0,1,1,0,3,-2
2323,0,3,3,1,0,3,0,3,1,2,3,-2
2343,0,2,1,1,0,2,0,1,1,0,3,-2
2356,0,3,3,1,0,1,0,2,0,0,3,-2
2377,1,2,1,2,0,2,0,1,1,1,3,-2
2732,1,2,3,1,0,2,0,2,1,1,3,-2
2771,1,3,3,2,0,2,0,1,1,0,3,-2
2787,0,2,1,2,0,2,0,1,1,2,3,-2
2814,1,2,1,1,0,1,0,2,0,0,3,-2
2910,1,2,1,1,0,2,0,2,1,1,3,-2
2922,0,3,3,2,0,2,0,2,0,1,3,-2
2931,1,2,3,1,0,1,0,1,1,0,3,-2
3247,0,2,2,1,0,1,0,1,1,1,3,-2
3278,0,2,3,2,0,2,0,0,2,2,3,-2
3434,1,1,3,1,0,2,0,2,0,0,3,-2
3466,1,2,3,1,0,3,0,2,1,0,3,-2
3470,1,1,3,1,1,1,0,1,1,1,3,-2
3564,1,2,3,1,0,2,0,1,2,1,3,-2
3571,1,2,3,2,0,1,0,1,1,2,3,-2
3634,0,1,1,1,0,2,0,2,0,1,3,-2
3666,1,2,3,1,0,2,0,2,1,1,3,-2
3829,1,3,3,2,0,2,0,2,1,2,3,-2
3965,1,2,3,1,0,3,0,2,1,0,3,-2
4004,0,3,3,1,0,2,0,3,0,1,3,-2
4009,0,2,3,1,0,2,0,2,0,0,3,-2
4018,0,2,3,1,0,1,0,1,1,1,3,-2
4159,0,2,3,1,0,2,0,2,1,2,3,-2
4322,1,2,3,1,0,2,0,2,1,1,3,-2
4520,0,2,3,1,0,2,0,0,2,0,3,-2
4781,1,2,3,2,0,2,0,1,1,1,3,-2
5114,1,2,3,1,0,2,0,2,1,1,3,-2
5160,1,2,3,1,0,2,0,2,1,1,3,-2
5220,1,2,1,3,0,2,0,0,1,1,3,-2
5334,0,3,3,1,0,2,0,2,1,1,3,-2
5340,0,3,3,1,0,2,0,2,1,1,3,-2
5606,1,3,2,1,0,1,0,2,1,1,3,-2
5651,0,2,3,1,0,2,0,1,1,0,3,-2
5830,1,2,3,1,0,2,0,1,2,1,3,-2
